Producto,Marca,Precio,Link,Tienda
"LAPTOP LENOVO YOGA 7 2 EN 1 AMD RYZEN 7 8840HS 16GB 1B SSD TOUCH 14""",LENOVO,3999,https://simple.ripley.com.pe/laptop-lenovo-yoga-7-2-en-1-amd-ryzen-7-8840hs-16gb-1b-ssd-touch-14-2004352786672p,Ripley
"LAPTOP LENOVO LOQ AMD RYZEN 7 7435HS 24GB RAM 512GB SSD 15.6""",LENOVO,4499,https://simple.ripley.com.pe/laptop-lenovo-loq-amd-ryzen-7-7435hs-24gb-ram-512gb-ssd-156-2004339788125p,Ripley
"LAPTOP LENOVO IDEAPAD 1 AMD RYZEN 7 5700U 16GB RAM 1TB SSD 15.6""",LENOVO,2099,https://simple.ripley.com.pe/laptop-lenovo-ideapad-1-amd-ryzen-7-5700u-16gb-ram-1tb-ssd-156-2004326027909p,Ripley
"LAPTOP LENOVO IDEAPAD SLIM 3I INTEL CORE I5-12450H 16GB RAM 512GB SSD 15.6 "" TOUCH",LENOVO,2299,https://simple.ripley.com.pe/laptop-lenovo-ideapad-slim-3i-intel-core-i5-12450h-16gb-ram-512gb-ssd-156-touch-2004344539705p,Ripley
"LAPTOP HP 15-FC0031LA AMD RYZEN 7 7730U 16GB RAM 1TB SSD 15.6 """,HP,2449,https://simple.ripley.com.pe/laptop-hp-15-fc0031la-amd-ryzen-7-7730u-16gb-ram-1tb-ssd-156-2004349156846p,Ripley
"LAPTOP LENOVO IDEAPAD 5 2-IN-1 AMD RYZEN 7 8845HS 16GB RAM 512GB SSD TOUCH 14""",LENOVO,2999,https://simple.ripley.com.pe/laptop-lenovo-ideapad-5-2-in-1-amd-ryzen-7-8845hs-16gb-ram-512gb-ssd-touch-14-2004339791200p,Ripley
"LAPTOP LENOVO IDEAPAD SLIM 5I INTEL CORE I7-13620H 13VA GEN 16GB RAM 512GB SSD 16""",LENOVO,2899,https://simple.ripley.com.pe/laptop-lenovo-ideapad-slim-5i-intel-core-i7-13620h-13va-gen-16gb-ram-512gb-ssd-16-2004326027923p,Ripley
"LAPTOP ASUS VIVOBOOK GO 15 E1504GA-NJ007W INTEL CORE I3-N305 8GB 512SSD 15.6"" FHD",ASUS,1449,https://simple.ripley.com.pe/laptop-asus-vivobook-go-15-e1504ga-nj007w-intel-core-i3-n305-8gb-512ssd-156-fhd-2004352726241p,Ripley
"LAPTOP HP 13-BG0002LA AMD RYZEN 5 8640U 16GB RAM 512GB SSD 13.3""",HP,3349,https://simple.ripley.com.pe/laptop-hp-13-bg0002la-amd-ryzen-5-8640u-16gb-ram-512gb-ssd-133-2004335737615p,Ripley
LAPTOP LENOVO IDEAPAD SLIM 3 AMD RYZEN 5 7520U 8GB RAM 512GB SSD 15.6”,LENOVO,1799,https://simple.ripley.com.pe/laptop-lenovo-ideapad-slim-3-amd-ryzen-5-7520u-8gb-ram-512gb-ssd-156-2004352309949p,Ripley
LAPTOP LENOVO YOGA PRO 7 AMD RYZEN AI 9 32GB RAM 1TB SSD 14.5”,LENOVO,5799,https://simple.ripley.com.pe/laptop-lenovo-yoga-pro-7-amd-ryzen-ai-9-32gb-ram-1tb-ssd-145-2004344953518p,Ripley
LAPTOP DELL INSPIRON 3520 INTEL CORE I5 1235U 24GB RAM 512GB SSD 15.6 FHD FREEDOS,DELL,1969,https://simple.ripley.com.pe/laptop-dell-inspiron-3520-intel-core-i5-1235u-24gb-ram-512gb-ssd-156-fhd-freedos-pmp20000570681,Ripley
LAPTOP HP 250 G9 INTEL CORE I5 1235U 24GB RAM 512GB SSD M.2 15.6 HD FREEDOS,HP,2099,https://simple.ripley.com.pe/laptop-hp-250-g9-intel-core-i5-1235u-24gb-ram-512gb-ssd-m2-156-hd-freedos-pmp20000760726,Ripley
"LAPTOP ASUS X1605ZA-MB292 16GB 15"" 512GB SSD INTEL VIVOBOOK 16 CORE I5-12500H 12N RAM GRAPHICS 16 WUXGA BLACK FD",ASUS,2350,https://simple.ripley.com.pe/laptop-asus-x1605za-mb292-16gb-15-512gb-ssd-intel-vivobook-16-core-i5-12500h-12n-ram-graphics-16-wuxga-black-fd-pmp20000572810,Ripley
"LAPTOP LENOVO V15 G4 AMN 8GB 15"" 256GB SSD AMD RYZEN VG4 AMD ATHLON SILVER DDR5 AMD RADEON FHD FD ARTIC GREY",LENOVO,1230,https://simple.ripley.com.pe/laptop-lenovo-v15-g4-amn-8gb-15-256gb-ssd-amd-ryzen-vg4-amd-athlon-silver-ddr5-amd-radeon-fhd-fd-artic-grey-pmp20000694280,Ripley
"LAPTOP LENOVO YOGA SLIM 7 SNAPDRAGON X ELITE X1E-78-100 32GB RAM 1TB SSD 14.5 """,LENOVO,5699,https://simple.ripley.com.pe/laptop-lenovo-yoga-slim-7-snapdragon-x-elite-x1e-78-100-32gb-ram-1tb-ssd-145-2004344539699p,Ripley
"LAPTOP LENOVO IDEAPAD SLIM 3I INTEL CORE I3-N305 8GB RAM 512GB SSD 15.6""",LENOVO,1399,https://simple.ripley.com.pe/laptop-lenovo-ideapad-slim-3i-intel-core-i3-n305-8gb-ram-512gb-ssd-156-2004326027688p,Ripley
"LAPTOP HP 15-FD0065LA INTEL CORE I5-1235U 16GB RAM 1TB SSD 15.6""",HP,2499,https://simple.ripley.com.pe/laptop-hp-15-fd0065la-intel-core-i5-1235u-16gb-ram-1tb-ssd-156-2004349156853p,Ripley
"LAPTOP HP 15-FD0055LA INTEL CORE I5 8GB RAM 512GB SSD 15.6""",HP,1799,https://simple.ripley.com.pe/laptop-hp-15-fd0055la-intel-core-i5-8gb-ram-512gb-ssd-156-2004349156822p,Ripley
"LAPTOP LENOVO LOQ INTEL CORE I5-12450HX 8GB RAM 512GB SSD 15.6"" RTX 3050 6GB",LENOVO,2799,https://simple.ripley.com.pe/laptop-lenovo-loq-intel-core-i5-12450hx-8gb-ram-512gb-ssd-156-rtx-3050-6gb-2004338746478p,Ripley
"LAPTOP HP 14-EP1001LA INTEL CORE ULTRA 5 14 NÚCLEOS 8GB RAM 512GB SSD 14""",HP,2799,https://simple.ripley.com.pe/laptop-hp-14-ep1001la-intel-core-ultra-5-14-nucleos-8gb-ram-512gb-ssd-14-2004335737585p,Ripley
"LAPTOP HP 15-FA0022LA INTEL CORE I5-12450H 16GB RAM 512GB SSD 15.6 """,HP,3849,https://simple.ripley.com.pe/laptop-hp-15-fa0022la-intel-core-i5-12450h-16gb-ram-512gb-ssd-156-2004349156884p,Ripley
LAPTOP LENOVO IDEAPAD 1 15ALC7 AMD RYZEN 7-5700 16GB RAM 512GB SSD 15.6' FREE DOS - CLOUD GREY,LENOVO,2289,https://simple.ripley.com.pe/laptop-lenovo-ideapad-1-15alc7-amd-ryzen-7-5700-16gb-ram-512gb-ssd-156-free-dos-cloud-grey-pmp20000450367,Ripley
LAPTOP HP 802N2LA R7-7730U 16GB RAM 512GB SSD 15-FC0013LA WINDOWS 11,HP,2399,https://simple.ripley.com.pe/laptop-hp-802n2la-r7-7730u-16gb-ram-512gb-ssd-15-fc0013la-windows-11-pmp20000075809,Ripley
"LAPTOP HP 15-FD0026LA INTEL® CORE™ I3-N305 8GB RAM 512GB SSD 15"" WIN11",HP,1699,https://simple.ripley.com.pe/laptop-hp-15-fd0026la-intelr-coretm-i3-n305-8gb-ram-512gb-ssd-15-win11-pmp20000339771,Ripley
"MACBOOK AIR 2017 INTEL CORE I5 8GB RAM 128GB SSD 13"" REACONDICIONADO",APPLE,1299,https://simple.ripley.com.pe/macbook-air-2017-intel-core-i5-8gb-ram-128gb-ssd-13-reacondicionado-pmp00002952983,Ripley
LAPTOP HP 15-FD0053LA CI5-1235U 156 HD 330GHZ 16GB RAM 512GB SSD WINDA47BMLA,LENOVO,2019,https://simple.ripley.com.pe/laptop-hp-15-fd0053la-ci5-1235u-156-hd-330ghz-16gb-ram-512gb-ssd-winda47bmla-pmp20000749425,Ripley
LAPTOP HP 15-FC0068LA AMD RYZEN 3 7320U RAM 8GB / 512 GB SSD / 15.6' COLOR ROSA,LENOVO,1549,https://simple.ripley.com.pe/laptop-hp-15-fc0068la-amd-ryzen-3-7320u-ram-8gb-512-gb-ssd-156-color-rosa-pmp20000749427,Ripley
"LAPTOP ASUS VIVOBOOK 16 X1605VA-MB165W INTEL CORE I9-13900H 13VA GEN 16GB RAM 1TB SSD 16""",ASUS,3299,https://simple.ripley.com.pe/laptop-asus-vivobook-16-x1605va-mb165w-intel-core-i9-13900h-13va-gen-16gb-ram-1tb-ssd-16-2004322942121p,Ripley
"LAPTOP GAMER ACER ANV15-51-515J INTEL CORE I5 13420H RTX 4050 16GB RAM 512GB SSD 15.6""",ACER,3499,https://simple.ripley.com.pe/laptop-gamer-acer-anv15-51-515j-intel-core-i5-13420h-rtx-4050-16gb-ram-512gb-ssd-156-2004326234772p,Ripley
"LAPTOP GAMER ASUS INTEL CORE I7-13650HX 16GB 512GB SSD GEFORCE RTX 4060 16"" ROG STRIX G16 2023 FHD 165HZ DDR5 PCIE WI-FI 6E",ASUS,691590,https://simple.ripley.com.pe/laptop-gamer-asus-intel-core-i7-13650hx-16gb-512gb-ssd-geforce-rtx-4060-16-rog-strix-g16-2023-fhd-165hz-ddr5-pcie-wi-fi-6e-pmp00003548023,Ripley
"LAPTOP GAMER ASUS TUF GAMING INTEL CORE I5-11400H 8GB 512GB GEFORCE RTX 2050 15.6"" F15 PANTALLA FHD 144 HZ DDR4 PCIE GEN 3",ASUS,409790,https://simple.ripley.com.pe/laptop-gamer-asus-tuf-gaming-intel-core-i5-11400h-8gb-512gb-geforce-rtx-2050-156-f15-pantalla-fhd-144-hz-ddr4-pcie-gen-3-pmp00003548017,Ripley
"LAPTOP GAMER MSI GAMING INTEL CORE I5-12450H 16GB 512GB SSD GEFORCE RTX 2050 15.6"" CYBORG 15 FHD 144HZ DDR5 NVME COOLER BOOST 5",MSI,466490,https://simple.ripley.com.pe/laptop-gamer-msi-gaming-intel-core-i5-12450h-16gb-512gb-ssd-geforce-rtx-2050-156-cyborg-15-fhd-144hz-ddr5-nvme-cooler-boost-5-pmp00003548029,Ripley
"LAPTOP LENOVO LOQ INTEL CORE I5-12450HX 8GB 512GB SSD RTX 3050 6GB 15.6""",LENOVO,279999,https://simple.ripley.com.pe/laptop-lenovo-loq-intel-core-i5-12450hx-8gb-512gb-ssd-rtx-3050-6gb-156-2004335036633p,Ripley
"LAPTOP GAMER OMEN HP 14-FB0001LA INTEL CORE U7 SERIE 1 16 NÚCLEOS 16 GB RAM 1 TB SSD NVIDIA GEFORCE RTX 4060 14"" OLED UWVA 2.8 K 120 HZ WINDOWS 11",HP,8499,https://simple.ripley.com.pe/laptop-gamer-omen-hp-14-fb0001la-intel-core-u7-serie-1-16-nucleos-16-gb-ram-1-tb-ssd-nvidia-geforce-rtx-4060-14-oled-uwva-28-k-120-hz-windows-11-2004340090095p,Ripley
"LAPTOP HP 15-FD0067LA INTEL CORE I7-1255U 16GB RAM 512GB SSD 15.6""",HP,3099,https://simple.ripley.com.pe/laptop-hp-15-fd0067la-intel-core-i7-1255u-16gb-ram-512gb-ssd-156-2004349156860p,Ripley
"LAPTOP ACER PHN16-72-74TP INTEL CORE I7 14650HX 16GB RAM 1TB SSD RTX4060 16""",ACER,7199,https://simple.ripley.com.pe/laptop-acer-phn16-72-74tp-intel-core-i7-14650hx-16gb-ram-1tb-ssd-rtx4060-16-2004334931182p,Ripley
"LAPTOP LENOVO 82XQ005ULM AMD RYZEN 3 7320U 8GB RAM 512GB SSD 15"" IDEAPAD SLIM",LENOVO,1598,https://simple.ripley.com.pe/laptop-lenovo-82xq005ulm-amd-ryzen-3-7320u-8gb-ram-512gb-ssd-15-ideapad-slim-pmp00003546491,Ripley
"LAPTOP GAMER ASUS GX650PZ-XS96 RYZEN 9 7945HX 32GB 1TB SSD RTX 4080 16"" ROG ZEPHYRUS DUO 0.673611111111111 QHD+ 240HZ BLACK 2023",ASUS,19385,https://simple.ripley.com.pe/laptop-gamer-asus-gx650pz-xs96-ryzen-9-7945hx-32gb-1tb-ssd-rtx-4080-16-rog-zephyrus-duo-0673611111111111-qhd-240hz-black-2023-pmp00003303361,Ripley
"LAPTOP GAMER ASUS TUF GAMING INTEL CORE I5-11400H 8GB 512GB SSD GEFORCE RTX 3050 17.3"" F17 PANTALLA IPS FHD 144 HZ PCIE WI-FI 6",ASUS,425190,https://simple.ripley.com.pe/laptop-gamer-asus-tuf-gaming-intel-core-i5-11400h-8gb-512gb-ssd-geforce-rtx-3050-173-f17-pantalla-ips-fhd-144-hz-pcie-wi-fi-6-pmp00003548021,Ripley
"LAPTOP GAMER ASUS INTEL CORE I9-13980HX 16GB 1TB SSD GEFORCE RTX 4070 16"" ROG STRIX G16 2023 0.67361FHD 165HZ DDR5 PCIE WI-FI 6E",ASUS,1012490,https://simple.ripley.com.pe/laptop-gamer-asus-intel-core-i9-13980hx-16gb-1tb-ssd-geforce-rtx-4070-16-rog-strix-g16-2023-067361fhd-165hz-ddr5-pcie-wi-fi-6e-pmp00003548011,Ripley
2020 HP CHROMEBOOK 14' HD LAPTOP COMPUTER INTEL QUAD-CORE PENTIUM SILVER N5000 PROCESSOR 4GB RAM 64GB EMMC BYO AUDIO HD,HP,1519,https://simple.ripley.com.pe/2020-hp-chromebook-14-hd-laptop-computer-intel-quad-core-pentium-silver-n5000-processor-4gb-ram-64gb-emmc-byo-audio-hd-pmp00001480747,Ripley
"LAPTOP GAMER ASUS TUF GAMING AMD RYZEN 7-7735HS 32GB 1TB SSD 16"" A16 FHD 165HZ GRÁFICOS RADEON RX7600S V8G WI-FI 6 USB",ASUS,581690,https://simple.ripley.com.pe/laptop-gamer-asus-tuf-gaming-amd-ryzen-7-7735hs-32gb-1tb-ssd-16-a16-fhd-165hz-graficos-radeon-rx7600s-v8g-wi-fi-6-usb-pmp00003548025,Ripley
"LAPTOP LENOVO V15 G3 IAP INTEL CORE I3-1215U 8GB RAM 256GB SSD 15.6"" TARJETA VIDEO: IRIS XE FHD",LENOVO,1499,https://simple.ripley.com.pe/laptop-lenovo-v15-g3-iap-intel-core-i3-1215u-8gb-ram-256gb-ssd-156-tarjeta-video-iris-xe-fhd-pmp00003506940,Ripley
"LAPTOP LENOVO V15 G4 AMN AMD RYZEN 3-7320U 8GB RAM 256GB SSD 15.6"" FHD",LENOVO,1449,https://simple.ripley.com.pe/laptop-lenovo-v15-g4-amn-amd-ryzen-3-7320u-8gb-ram-256gb-ssd-156-fhd-pmp20000026057,Ripley
"LAPTOP LENOVO 8GB RAM 512GB 15.6""",LENOVO,480990,https://simple.ripley.com.pe/laptop-lenovo-8gb-ram-512gb-156-pmp00003548047,Ripley
"LAPTOP GAMER ACER INTEL CORE I7-13700HX 16GB 1TB NVIDIA GEFORCE RTX 4060 16"" PREDATOR HELIOS 16 13ª GEN 165HZ DDR5 4",ACER,900590,https://simple.ripley.com.pe/laptop-gamer-acer-intel-core-i7-13700hx-16gb-1tb-nvidia-geforce-rtx-4060-16-predator-helios-16-13a-gen-165hz-ddr5-4-pmp00003548027,Ripley
"LAPTOP LENOVO IDEAPAD 1 15AMN7 AMD RYZEN 5-7520U 8GB RAM 512GB SSD 15.6"" FHD",LENOVO,1899,https://simple.ripley.com.pe/laptop-lenovo-ideapad-1-15amn7-amd-ryzen-5-7520u-8gb-ram-512gb-ssd-156-fhd-pmp00003532964,Ripley
"LAPTOP ASUS E1504GA-NJ006W INTEL CORE I3 12A GEN 8GB RAM 256GB SSD 15.6"" VIVOBOOK GO 15 8 NÚCLEOS",ASUS,1299,https://simple.ripley.com.pe/laptop-asus-e1504ga-nj006w-intel-core-i3-12a-gen-8gb-ram-256gb-ssd-156-vivobook-go-15-8-nucleos-pmp20000052164,Ripley
"LAPTOP LENOVO 82XN002YLM AMD RYZEN 5 7520U 16GB RAM 512GB SSD 14"" IDEAPAD SLIM 3 FHD",LENOVO,2048,https://simple.ripley.com.pe/laptop-lenovo-82xn002ylm-amd-ryzen-5-7520u-16gb-ram-512gb-ssd-14-ideapad-slim-3-fhd-pmp00003358628,Ripley
"LAPTOP GAMER ACER GAMING NITRO 17 AMD RYZEN7 7735HS 16GB 1TB NVIDIA GEFORCE RTX 4050 17.3"" 8 NÚCLEOS PANTALLA FHD 165 HZ",ACER,664090,https://simple.ripley.com.pe/laptop-gamer-acer-gaming-nitro-17-amd-ryzen7-7735hs-16gb-1tb-nvidia-geforce-rtx-4050-173-8-nucleos-pantalla-fhd-165-hz-pmp00003548033,Ripley
"MACBOOK AIR 2022 CHIP M2 8GB RAM 512GB SSD 13"" MEDIANOCHE TECLADO INGLES",APPLE,4499,https://simple.ripley.com.pe/macbook-air-2022-chip-m2-8gb-ram-512gb-ssd-13-medianoche-teclado-ingles-pmp00002948104,Ripley
"LAPTOP HP 15-EF2507LA AMD RYZEN 5 5500U 8GB RAM 512GB SSD 15.6""",HP,1899,https://simple.ripley.com.pe/laptop-hp-15-ef2507la-amd-ryzen-5-5500u-8gb-ram-512gb-ssd-156-2004337219195p,Ripley
LAPTOP GAMER ACER PHN16-72-90EM INTEL CORE I9 RTX 4070 16GB RAM 1TB SSD 16”,ACER,11999,https://simple.ripley.com.pe/laptop-gamer-acer-phn16-72-90em-intel-core-i9-rtx-4070-16gb-ram-1tb-ssd-16-2004334987288p,Ripley
"LAPTOP GAMER RAZER RZ09-0483UEJ4-R3U1 CORE I9 32GB 2TB SSD RTX 4090 16"" BLADE 16 240HZ 2023",RAZER,26000,https://simple.ripley.com.pe/laptop-gamer-razer-rz09-0483uej4-r3u1-core-i9-32gb-2tb-ssd-rtx-4090-16-blade-16-240hz-2023-pmp00003382750,Ripley
"LAPTOP ASUS X1605ZA-MB29 I5-12500 16GB RAM 512GB SSD 16"" WUXGA, DDR4",ASUS,269890,https://simple.ripley.com.pe/laptop-asus-x1605za-mb29-i5-12500-16gb-ram-512gb-ssd-16-wuxga-ddr4-pmp00003585838,Ripley
"LAPTOP GAMER ACER NITRO 16 INTEL CORE I5-13500H 16GB 1TB SSD 16"" AN16-51-56VR 13TH GEN INCHES BLACK",ACER,6199,https://simple.ripley.com.pe/laptop-gamer-acer-nitro-16-intel-core-i5-13500h-16gb-1tb-ssd-16-an16-51-56vr-13th-gen-inches-black-pmp20000017552,Ripley
LAPTOP SAMSUNG PLUS 2 EN 1 12.2' PANTALLA TÁCTIL CHROMEBOOK INTEL CELERON MEMORIA 4 GB MEMORIA FLASH EMMC 32 GB PLATEADO,SAMSUNG,1869,https://simple.ripley.com.pe/laptop-samsung-plus-2-en-1-122-pantalla-tactil-chromebook-intel-celeron-memoria-4-gb-memoria-flash-emmc-32-gb-plateado-pmp00001696935,Ripley
"LAPTOP ASUS E1504FA-NJ404W AMD RYZEN 5-7000 SERIES 8GB RAM 512GB SSD 15.6"" GRIS-VERDE",ASUS,2053,https://simple.ripley.com.pe/laptop-asus-e1504fa-nj404w-amd-ryzen-5-7000-series-8gb-ram-512gb-ssd-156-gris-verde-pmp00003564404,Ripley
"MACBOOK AIR 2022 CHIP M2 8GB RAM 512GB SSD 13"" BLANCO ESTELAR TECLADO INGLES",APPLE,4499,https://simple.ripley.com.pe/macbook-air-2022-chip-m2-8gb-ram-512gb-ssd-13-blanco-estelar-teclado-ingles-pmp00002948108,Ripley
"LAPTOP LENOVO LEGION 5 RYZEN 5 5600H 8GB RAM 512GB SSD RTX 3050 TI 8GB 15.6"" GEFORCE AZUL FANTASMA WINDOWS 11 HOME 82JW00Q7US",LENOVO,458990,https://simple.ripley.com.pe/laptop-lenovo-legion-5-ryzen-5-5600h-8gb-ram-512gb-ssd-rtx-3050-ti-8gb-156-geforce-azul-fantasma-windows-11-home-82jw00q7us-pmp00003548045,Ripley
